age,major,gpa,application_order,study_time_week,daytime/evening_classes,attendance,extracurriculars,previous_qualification,displaced,entertainment_hours,work,average_sleep,mental_health
18,,0.994325023551287,,11.046760269110056,,25,0,,,,,,
17,,2.0746999767813343,,1.0101494166456426,,6,0,,,,,,
18,,0.500508035804656,,0.8776217673748721,,25,0,,,,,,
15,,2.532438417587673,,14.407464254644058,,7,1,,,,,,
18,,1.4633780357856976,,8.88959955955582,,16,0,,,,,,
17,,2.342836773191855,,5.125847507384352,,12,1,,,,,,
17,,1.1588463344506037,,3.808269920498204,,23,0,,,,,,
16,,1.5237487447337323,,13.399069817184362,,20,1,,,,,,
15,,0.0,,0.0080308805067974,,27,0,,,,,,
18,,1.0586220144439875,,16.117823383937086,,22,1,,,,,,
16,,2.2297401841747666,,1.5849921225985764,,10,0,,,,,,
18,,0.1947432807455151,,3.829792298162389,,26,0,,,,,,
18,,3.5069200713692137,,7.724727905981792,,0,1,,,,,,
16,,3.552286943350944,,9.697174794322072,,1,0,,,,,,
16,,2.23849135429023,,7.099902316278836,,16,0,,,,,,
16,,2.7084723438568763,,6.414243299685878,,4,1,,,,,,
16,,0.7329082339013866,,19.278320241463767,,29,0,,,,,,
16,,0.9654824453045304,,12.831593624867883,,29,0,,,,,,
18,,2.5552328599380942,,0.4686591073477641,,5,0,,,,,,
16,,0.7443222999212357,,8.603518168886264,,25,1,,,,,,
15,,0.7220565813951911,,17.500173994879404,,24,0,,,,,,
17,,1.2712295298373406,,6.029123728213359,,23,1,,,,,,
16,,2.52614214142023,,1.8911268954877647,,6,1,,,,,,
16,,0.9424153953595232,,15.167695431798355,,27,1,,,,,,
18,,1.515639098395023,,12.120276638721624,,20,0,,,,,,
16,,0.6482739267081915,,11.406250156530078,,29,1,,,,,,
16,,2.0488500821388604,,1.0715311921481585,,14,0,,,,,,
16,,0.8422959992571388,,2.8099801959103465,,18,1,,,,,,
18,,1.4641879236906472,,12.450987924262275,,15,0,,,,,,
16,,1.487946865169799,,4.156476829176716,,24,1,,,,,,
17,,2.587565796370635,,10.081401594968488,,12,0,,,,,,
18,,3.2208069781948727,,10.89763372058787,,4,0,,,,,,
17,,3.5451594318003106,,5.670143805418788,,2,0,,,,,,
18,,3.0895989530746477,,18.968503110829857,,2,0,,,,,,
16,,1.919956439918208,,16.8492821367115,,18,0,,,,,,
17,,2.198593184586961,,14.44747015265597,,13,0,,,,,,
18,,0.8782126167627767,,1.5598773281881817,,15,0,,,,,,
15,,1.340368647512407,,2.122600386180389,,21,1,,,,,,
16,,1.8195113357139088,,9.855626917299114,,16,0,,,,,,
18,,0.6193509314675341,,3.214266983819713,,26,0,,,,,,
15,,3.619460869693516,,19.56530927058948,,3,1,,,,,,
18,,2.17490279620988,,3.170404680548189,,12,1,,,,,,
15,,2.974406014911044,,9.74935670927948,,7,0,,,,,,
16,,0.9807358437488028,,7.282421136830108,,18,0,,,,,,
17,,3.101673809015105,,12.78772842908196,,4,0,,,,,,
15,,3.4982573417733205,,2.5807281777884983,,1,1,,,,,,
18,,2.590553445052984,,8.606328560847817,,14,1,,,,,,
16,,3.5350037581843186,,5.494100656142873,,1,1,,,,,,
15,,2.8199217452931866,,17.75503049343376,,10,0,,,,,,
18,,2.0165967745176614,,0.8117142426939017,,12,1,,,,,,
18,,1.3711850388917164,,18.274549880129182,,22,0,,,,,,
18,,2.1047955879699045,,16.65988277106001,,9,0,,,,,,
15,,3.030439088696523,,5.951414328816309,,2,0,,,,,,
15,,3.58242187231196,,15.785813093542094,,4,0,,,,,,
15,,2.4265467060392454,,0.6242712067749512,,2,1,,,,,,
17,,3.161436270258364,,19.33731100586787,,5,1,,,,,,
15,,2.122638529628868,,10.531898851795788,,12,1,,,,,,
15,,2.204860580997317,,6.065620521308905,,9,0,,,,,,
15,,1.182987500498048,,7.251664251893541,,18,1,,,,,,
17,,2.7387957163436,,1.3281070692099473,,7,1,,,,,,
15,,2.2379013009826028,,19.786990280840783,,17,0,,,,,,
18,,3.139481546380388,,0.7858389030138491,,2,1,,,,,,
15,,1.0460447710800969,,13.09814246295718,,23,1,,,,,,
18,,0.8164582452137992,,8.854718554129166,,23,0,,,,,,
18,,2.03354462052118,,18.978324363774306,,16,1,,,,,,
18,,2.432078522782237,,4.919994806135904,,7,1,,,,,,
17,,2.6597713195279016,,10.641736478760226,,9,1,,,,,,
17,,3.588887939765012,,9.64712417165506,,1,1,,,,,,
17,,2.3145876278110027,,14.057328881002029,,11,0,,,,,,
15,,1.00722582021403,,1.3602046390484102,,22,1,,,,,,
18,,2.8816123214605245,,3.875782600467097,,5,1,,,,,,
17,,2.804504928911685,,4.291296401856997,,1,0,,,,,,
17,,1.7629211240998668,,14.763015096833794,,20,0,,,,,,
15,,1.11991126295732,,3.7827739265348015,,22,1,,,,,,
17,,1.0306575057198797,,11.469835277819534,,23,0,,,,,,
15,,3.0756193536614336,,4.304876410019074,,2,1,,,,,,
16,,2.631434065124418,,17.232499001679567,,16,1,,,,,,
17,,0.5030669073279145,,18.84370908979277,,28,0,,,,,,
16,,2.784237837142815,,10.369859498844807,,6,0,,,,,,
15,,0.2476267650865634,,7.046177684183565,,28,0,,,,,,
18,,1.189548769618786,,4.681155500349982,,20,0,,,,,,
17,,3.3759940088028397,,0.9956200304608752,,4,1,,,,,,
15,,1.293573556445951,,5.370001523949908,,22,0,,,,,,
18,,3.7185869042869646,,13.084715598906358,,0,0,,,,,,
18,,2.670559614819829,,10.672338626184215,,7,1,,,,,,
16,,2.369648013449619,,18.880825565618547,,11,1,,,,,,
15,,1.6244868202221543,,7.925545249834012,,13,0,,,,,,
18,,2.5374768278143587,,13.87726684656789,,15,1,,,,,,
17,,2.298417928509479,,9.786454949502428,,9,0,,,,,,
17,,2.2598041504961186,,10.251524318484233,,14,1,,,,,,
16,,1.3213433008698847,,5.35548629208235,,20,0,,,,,,
18,,0.9499742281238568,,9.099015536839994,,23,0,,,,,,
15,,0.818786616073051,,9.415699940254145,,25,1,,,,,,
17,,2.3392245127535936,,14.132850434978678,,14,0,,,,,,
18,,2.6827762879633723,,18.81279998372228,,9,0,,,,,,
18,,1.543837471085622,,6.586425549650086,,20,1,,,,,,
16,,0.1969011048236224,,0.8440093716259689,,27,1,,,,,,
17,,2.748610257448085,,9.925902510012794,,6,0,,,,,,
17,,1.1048937876999445,,10.889226642983372,,25,1,,,,,,
15,,2.553439811443938,,3.368811022638305,,2,1,,,,,,
17,,3.2742334588098787,,15.209292125521332,,1,1,,,,,,
15,,3.1860603780389143,,19.698582168829837,,5,0,,,,,,
17,,1.722115750240589,,18.915494340169214,,20,1,,,,,,
16,,2.3380463575903736,,3.942120776473044,,8,1,,,,,,
17,,3.273998748434336,,17.507264798015214,,9,1,,,,,,
15,,2.993502391205279,,14.089872728233694,,3,0,,,,,,
15,,0.8963978990233954,,9.076931276138232,,26,1,,,,,,
16,,2.9610552588035977,,10.812219886494582,,2,0,,,,,,
17,,2.6743510954520984,,16.99200349964916,,8,1,,,,,,
17,,1.2178731513333656,,9.602698792767464,,23,1,,,,,,
16,,1.36559111032951,,7.464147382102537,,21,0,,,,,,
17,,1.5222748446854282,,9.864949860519715,,16,0,,,,,,
17,,2.2314023973705024,,11.582596080700982,,13,0,,,,,,
15,,2.135266354890094,,3.781553075566977,,9,1,,,,,,
17,,2.255698914963147,,18.018154605339813,,12,0,,,,,,
17,,2.751145787611705,,13.483738976592276,,11,1,,,,,,
16,,0.8976341586164038,,12.665378346749778,,26,1,,,,,,
16,,3.117354434785501,,1.9899245236127627,,0,1,,,,,,
18,,1.2875951312580094,,12.083478763451836,,27,1,,,,,,
15,,0.5710530980330257,,2.4192132447698467,,21,0,,,,,,
17,,0.5813557994949716,,1.573953503907981,,28,1,,,,,,
17,,1.6434624040739565,,10.546217912847863,,18,0,,,,,,
18,,1.2348440407820207,,8.055710680929899,,18,0,,,,,,
17,,2.968093619579765,,11.776205403124465,,5,0,,,,,,
15,,2.009298479722319,,1.784443361144772,,12,1,,,,,,
18,,1.146086034129592,,8.619661256945168,,18,1,,,,,,
15,,2.1923631978552875,,3.4957343009031594,,12,0,,,,,,
18,,0.94573087329995,,19.74200171848233,,26,1,,,,,,
18,,0.5672500284902902,,11.223004248703488,,25,1,,,,,,
16,,0.9707643470928292,,13.748737218817348,,21,0,,,,,,
15,,1.6560601255004677,,6.508365613652156,,20,1,,,,,,
17,,2.8393132491560324,,1.894778295586883,,3,0,,,,,,
17,,0.189818059909026,,19.517417255670733,,23,0,,,,,,
15,,3.25829468502287,,5.7251807076636645,,1,1,,,,,,
17,,1.9200558526588956,,8.476163703471485,,14,0,,,,,,
17,,2.0217714943693785,,12.9972784340515,,11,0,,,,,,
15,,0.1259330746249498,,0.4939459537222257,,29,1,,,,,,
18,,1.2870134123902284,,16.205182610345737,,26,1,,,,,,
15,,2.591426703229313,,10.731563800572406,,6,1,,,,,,
18,,1.4633796485356,,5.564343741376443,,19,0,,,,,,
17,,1.465549386433812,,1.232159705849385,,17,0,,,,,,
17,,1.710466837709535,,3.2499683094888288,,22,1,,,,,,
17,,2.288505685252231,,17.900677177068737,,12,0,,,,,,
16,,1.9609688486532324,,13.72048447871782,,16,0,,,,,,
18,,2.6216233262773407,,4.998034432737796,,3,0,,,,,,
16,,0.7683163859836675,,1.3120152989005909,,24,1,,,,,,
16,,1.8064063454058108,,13.812306247732726,,13,0,,,,,,
15,,0.88186635307777,,11.448154519355302,,19,0,,,,,,
16,,0.8170682206563473,,8.090390489164701,,27,0,,,,,,
15,,1.4461325277019692,,7.272228983801277,,12,0,,,,,,
15,,3.339094362200312,,4.336285518582166,,2,0,,,,,,
16,,0.8196254779474454,,13.392225130750353,,25,0,,,,,,
18,,0.6768179731112823,,19.41336055587741,,25,0,,,,,,
18,,1.3895448744649723,,3.514304916736517,,17,0,,,,,,
18,,1.9915084140251773,,11.942332400310068,,13,0,,,,,,
18,,1.6398675504146123,,8.483701114919524,,14,0,,,,,,
18,,2.511743020605421,,8.933774434893298,,2,0,,,,,,
16,,2.9839199495864985,,5.082945602556288,,0,0,,,,,,
16,,1.25865485443205,,16.50269751322838,,25,0,,,,,,
17,,1.4179299273727557,,9.705112082944822,,23,0,,,,,,
18,,1.5970165723817666,,10.86811704396528,,16,1,,,,,,
16,,3.08869986818596,,6.095218255946515,,2,0,,,,,,
17,,1.6413414427787147,,3.636169313338995,,13,1,,,,,,
18,,2.5868706562634283,,1.7182077640564095,,2,0,,,,,,
15,,2.389032645212185,,14.282382818498318,,12,0,,,,,,
17,,1.8981464002812247,,3.924685633757112,,14,1,,,,,,
16,,2.1104879749817496,,13.801507083775954,,17,0,,,,,,
15,,1.7002735894049137,,7.807528920939077,,13,0,,,,,,
15,,1.0444999950877136,,8.315496019793029,,20,1,,,,,,
15,,1.1941661337644758,,9.383549921855431,,25,0,,,,,,
17,,2.6491368281965504,,7.354170162550863,,2,0,,,,,,
16,,1.2341413889277302,,2.0123995444518017,,18,0,,,,,,
15,,2.127408865912826,,6.192636200056915,,7,1,,,,,,
18,,2.913887649138132,,13.274687213878767,,3,1,,,,,,
15,,3.119393913150377,,13.31568802937742,,3,0,,,,,,
15,,1.0363787383257312,,5.724486144799887,,18,0,,,,,,
17,,2.403284547023526,,9.20205253115376,,10,1,,,,,,
17,,3.1565080639094454,,3.8689445602387496,,0,0,,,,,,
16,,2.723471858740064,,4.207441630596716,,7,0,,,,,,
18,,1.5309511463109082,,0.4609417681321481,,14,1,,,,,,
17,,3.468581349135728,,17.934930998154893,,0,0,,,,,,
15,,2.3020320443414053,,4.214133301498125,,6,1,,,,,,
16,,1.265677909199434,,4.550677538729266,,20,1,,,,,,
15,,1.479602227739032,,5.592028652902636,,19,1,,,,,,
15,,1.4450767191993792,,2.54816143390858,,19,0,,,,,,
17,,0.8094338103684621,,12.785257663627256,,23,0,,,,,,
16,,2.1502332699887816,,1.5028590635517314,,10,0,,,,,,
18,,0.5591437155118445,,2.6840485265270053,,26,0,,,,,,
18,,0.5807884851770568,,12.895134531801858,,28,0,,,,,,
17,,1.602089195984674,,6.793212409628855,,13,0,,,,,,
17,,1.0027983635819373,,14.158956534023782,,21,0,,,,,,
16,,1.6630634531990602,,11.14849489340284,,15,0,,,,,,
18,,1.5315464597195698,,5.120423461230262,,13,0,,,,,,
18,,2.205842147030335,,13.016559009786562,,11,0,,,,,,
18,,1.155338560965664,,2.325473605857613,,16,0,,,,,,
15,,2.153758339869399,,10.728207661600608,,13,0,,,,,,
18,,2.592786686317039,,8.742962100900693,,9,1,,,,,,
15,,0.9123305070955544,,5.357471656348816,,23,1,,,,,,
16,,0.6956309334599464,,12.080099954790002,,28,0,,,,,,
15,,2.139619891368985,,17.42667184680565,,13,0,,,,,,
16,,1.5504493308923313,,19.97809399526153,,17,0,,,,,,
18,,1.5475367003506038,,12.15525537486849,,21,0,,,,,,
18,,2.966548034294946,,8.094117486583404,,8,0,,,,,,
16,,1.6336793710032238,,4.5041420043240326,,16,1,,,,,,
17,,2.3325403195354064,,5.141921787902235,,5,0,,,,,,
16,,3.270262309404739,,9.589099562995314,,7,1,,,,,,
17,,0.3464705925902769,,7.345554025614184,,25,0,,,,,,
15,,1.8949043363401072,,18.276290452498884,,12,0,,,,,,
15,,1.4567426010872695,,7.365909353114191,,17,0,,,,,,
15,,2.5537231512721896,,7.468891822908709,,4,1,,,,,,
18,,2.224197461212005,,7.67069024867954,,5,0,,,,,,
15,,1.8476004181084256,,16.732404207353163,,20,0,,,,,,
17,,1.849760707133483,,13.015766416938035,,18,1,,,,,,
15,,3.268794215560215,,12.283377006377854,,3,0,,,,,,
16,,2.546516637246023,,6.682860447677244,,6,0,,,,,,
16,,3.1012292205041274,,16.35808353664879,,3,0,,,,,,
18,,0.6559540779626771,,0.7672772271140227,,24,0,,,,,,
16,,3.088512305616677,,17.415943446762263,,10,0,,,,,,
17,,1.992559805482,,10.254997995878592,,11,0,,,,,,
15,,2.605247445547851,,7.965004697268256,,13,0,,,,,,
18,,1.7339724542334658,,9.943345614353714,,12,0,,,,,,
15,,1.11384878785912,,13.348310610676622,,28,1,,,,,,
15,,1.6492502516618042,,0.2553085303579472,,9,1,,,,,,
17,,1.3375549802098765,,17.431037129164956,,17,0,,,,,,
16,,1.9846599185571745,,8.934790506227856,,15,0,,,,,,
16,,3.060881655966949,,6.859330394001564,,4,0,,,,,,
15,,2.3928973584250004,,2.764911312681142,,7,0,,,,,,
18,,2.0837969900967988,,8.789307487168843,,13,0,,,,,,
16,,3.64573804877044,,9.926455425687577,,4,0,,,,,,
18,,0.322286081625407,,8.072933889869557,,25,1,,,,,,
16,,1.129514334361546,,13.573201876537942,,27,0,,,,,,
18,,0.6307569438666114,,8.41793057518452,,23,1,,,,,,
17,,3.157229638804093,,19.228351556931468,,7,0,,,,,,
18,,0.680087787496653,,11.985550356471837,,24,0,,,,,,
17,,0.7963598478866475,,16.14955871303818,,25,0,,,,,,
17,,2.844039214925591,,2.187118062189577,,5,0,,,,,,
18,,1.253451854215859,,7.945825858918114,,15,0,,,,,,
17,,0.534508880538856,,6.736954028943054,,27,0,,,,,,
15,,3.191046118219917,,11.389647762731837,,3,1,,,,,,
17,,2.81542127530912,,17.222270401228513,,11,0,,,,,,
16,,2.1571223032650955,,1.5667643552401334,,10,0,,,,,,
18,,2.7238280604010647,,1.4514959608942155,,2,1,,,,,,
15,,2.627693905554347,,17.00635416315198,,11,1,,,,,,
18,,0.9124156208354256,,4.257001720767148,,29,1,,,,,,
16,,2.609623081817451,,13.375065088996276,,4,0,,,,,,
16,,2.981992255406158,,10.857562647216104,,5,0,,,,,,
16,,1.625082773696198,,16.657871897744588,,18,0,,,,,,
17,,1.3616984178594074,,2.5017781967280706,,17,0,,,,,,
17,,1.9169618961294344,,2.595659314452225,,15,0,,,,,,
18,,1.011253194616751,,11.13636720556615,,22,0,,,,,,
18,,2.3321590405051187,,18.92757306716742,,10,1,,,,,,
15,,3.387938347765993,,8.299955167415085,,4,1,,,,,,
15,,2.384690791358408,,6.538842005093899,,8,0,,,,,,
18,,2.7808169956104924,,12.133786463957716,,2,0,,,,,,
17,,0.5348357535394734,,18.608972010900622,,29,0,,,,,,
16,,2.542214348782037,,16.738556656892474,,7,0,,,,,,
18,,3.0071290674312805,,19.9096722146644,,5,0,,,,,,
15,,2.9858098143768106,,0.4513716640475418,,3,1,,,,,,
17,,1.9493060573283008,,2.2571628942552446,,11,0,,,,,,
18,,2.1478451963634986,,12.18935526733244,,11,0,,,,,,
18,,1.1757680252358405,,16.411528786676996,,24,0,,,,,,
17,,1.4003632540944204,,5.704886846135331,,20,1,,,,,,
18,,1.7555440233413917,,4.784221760684375,,15,1,,,,,,
17,,2.900096239205548,,15.739515987624015,,9,1,,,,,,
16,,1.0334594906901564,,1.1276370770646316,,21,0,,,,,,
17,,1.907742363387151,,7.387652951651702,,13,0,,,,,,
17,,1.880909289765476,,10.116184451846594,,12,0,,,,,,
17,,2.614950353949793,,11.206973487006469,,8,0,,,,,,
18,,3.1071355935726115,,14.572303135855538,,6,1,,,,,,
18,,1.3864645615000095,,7.096914468613164,,11,0,,,,,,
17,,2.8337600718448117,,12.253686893492144,,4,0,,,,,,
18,,1.0861513973549914,,11.707508455819127,,17,0,,,,,,
15,,2.874037360035303,,10.952322013074944,,3,0,,,,,,
15,,2.8956713046591838,,12.809665862844245,,1,0,,,,,,
18,,3.1813076022771107,,5.188983421361526,,2,0,,,,,,
18,,0.4712831088434319,,1.6929750716925795,,25,0,,,,,,
17,,2.2113795279733512,,2.3854334407948685,,11,0,,,,,,
16,,3.375252255246081,,4.491647653078021,,2,1,,,,,,
18,,3.203858190796927,,10.003958710455706,,3,0,,,,,,
15,,3.3501791105924874,,16.808855010920404,,5,0,,,,,,
17,,1.7257915297427142,,14.025866841767682,,11,0,,,,,,
18,,2.2166038146961022,,15.780812084040942,,18,1,,,,,,
15,,2.0046273170074884,,7.019512478521827,,9,1,,,,,,
15,,0.7157420455446748,,8.093074832971004,,29,0,,,,,,
16,,3.8806400848697424,,7.873637719812256,,0,0,,,,,,
17,,1.689528158418944,,3.8374636880900304,,16,1,,,,,,
17,,1.7579788035014272,,1.2243331628714405,,15,1,,,,,,
16,,2.136399546240388,,11.818321856544536,,8,0,,,,,,
16,,0.911568270646688,,19.784333668411723,,24,0,,,,,,
17,,1.1378011102056016,,3.3365940990052567,,20,0,,,,,,
17,,2.34926492736688,,0.9336963979854752,,8,1,,,,,,
18,,0.6237474365472879,,15.59063363647866,,26,0,,,,,,
18,,0.3410294459251265,,5.051720133694484,,22,0,,,,,,
16,,2.223813666751698,,16.59287610705857,,8,0,,,,,,
18,,2.328240384630152,,14.078733340690308,,11,0,,,,,,
15,,1.6230778220088506,,18.91347074101609,,22,1,,,,,,
18,,2.200896321528595,,8.178544715133441,,8,1,,,,,,
18,,2.5841106550638626,,13.239396789012684,,14,0,,,,,,
15,,2.9965033042477023,,9.297095616265414,,1,1,,,,,,
16,,2.373993481435845,,12.61177394617087,,10,0,,,,,,
15,,2.8304044557095467,,8.991978120154746,,10,1,,,,,,
18,,2.5251155338354896,,3.7726449284814967,,7,1,,,,,,
16,,1.0429816505882752,,10.157948320067618,,22,1,,,,,,
18,,2.661096903670216,,10.571684028748846,,5,1,,,,,,
15,,1.599593887728051,,16.21207696520322,,20,0,,,,,,
15,,1.7994091491725042,,14.710414115871624,,19,1,,,,,,
18,,2.6576385566960075,,13.275832478828882,,6,0,,,,,,
17,,2.998484061883098,,2.2677419110514507,,2,0,,,,,,
17,,2.977408432892682,,14.4123258132743,,7,0,,,,,,
15,,1.3751641369478076,,10.006103127090295,,17,0,,,,,,
15,,1.84886644019124,,17.881990722123184,,16,1,,,,,,
17,,2.442456200129272,,18.39741868261085,,10,0,,,,,,
17,,2.8560385143532114,,1.1031318120357092,,1,1,,,,,,
18,,1.206150230255099,,16.412831207089575,,24,1,,,,,,
18,,0.8959029903990774,,0.7539478084534124,,20,1,,,,,,
17,,0.2731909291583428,,7.343392513900453,,26,0,,,,,,
18,,0.66750896106505,,10.845999512421582,,23,0,,,,,,
18,,1.0894406041524294,,2.962015972542549,,18,0,,,,,,
16,,2.813211008121627,,14.926276251381536,,6,0,,,,,,
18,,1.8687585897071977,,0.1670940834427714,,17,1,,,,,,
15,,3.0356935955108426,,3.3719809686807367,,7,1,,,,,,
18,,2.13535680128746,,11.615936597069512,,13,0,,,,,,
18,,3.038116129209991,,14.287751240745848,,6,1,,,,,,
17,,0.9941294103867458,,18.332862053878323,,27,0,,,,,,
15,,1.2325571657328191,,14.109933038692477,,20,0,,,,,,
18,,0.8644037429995793,,13.43558540509732,,27,0,,,,,,
18,,0.1152318548488273,,7.886822927013286,,26,0,,,,,,
16,,2.934586305266487,,0.0256885105360282,,3,1,,,,,,
18,,2.0469388171096283,,2.403185174712439,,16,1,,,,,,
18,,3.065473133634235,,10.691090895120784,,4,1,,,,,,
16,,2.437026300114272,,13.502597716888394,,11,0,,,,,,
17,,2.427614635957672,,8.34896567792925,,8,0,,,,,,
18,,0.7771509547591905,,14.613580230567804,,25,0,,,,,,
16,,1.879575445166732,,10.437245906643575,,19,1,,,,,,
15,,1.596574874404599,,1.4835239118862442,,12,0,,,,,,
17,,0.7045952434646587,,3.8403250193589766,,24,0,,,,,,
15,,0.7641866973896485,,16.799964464878858,,27,1,,,,,,
15,,1.503416679305313,,14.49825493248879,,17,1,,,,,,
16,,1.5258378621561266,,17.8952397402499,,19,1,,,,,,
18,,2.2708411075244164,,2.351144982418732,,8,1,,,,,,
16,,3.402352538644452,,19.80445069230148,,3,0,,,,,,
16,,1.4382049683676248,,4.188134278998672,,20,0,,,,,,
16,,0.3365712986081556,,0.2355975257328402,,26,0,,,,,,
16,,3.1122811365205387,,19.94845878107108,,7,0,,,,,,
17,,3.770694721842285,,5.621477708902263,,0,0,,,,,,
18,,1.655613322522051,,13.360389050251198,,16,0,,,,,,
15,,1.0504696915596752,,3.533646283526104,,24,1,,,,,,
15,,2.5353912836886785,,11.604570643982834,,8,0,,,,,,
18,,1.3960904942452492,,18.080699729091187,,19,0,,,,,,
15,,2.025416982399455,,6.403623348568772,,12,1,,,,,,
18,,3.2683025478531924,,13.405079520887185,,1,0,,,,,,
15,,2.017218038843316,,3.75807177596833,,12,1,,,,,,
16,,2.3976825794915584,,12.495907974374504,,8,1,,,,,,
15,,0.2878673233291232,,6.729007036350203,,29,1,,,,,,
18,,1.5487102111350304,,4.224165171759033,,19,0,,,,,,
18,,2.905242112307261,,6.263641014072703,,5,1,,,,,,
18,,0.2489771312307257,,3.576821370155987,,27,0,,,,,,
18,,3.4184098665461984,,18.03832215675765,,0,1,,,,,,
